title,url,description,keywords,duration,view_count,datePublished,genre,,,,,,
"Hardik Patel, the 21-year-old who has taken Gujarat politics by storm",https://www.youtube.com/embed/gHHWXwzeU3w,"Hardik Patel, 21, does not look like a copybook neta. For one, he favours a shirt and jeans to the ubiquitous kurta pyjama of Gujarat politics. But Hardik is...","Ravish Kumar, Prime Time, politics, Hardik Patel, Gujarat",PT14M27S,5132,8/19/15,News & Politics,,,,,,
Exclusive: Yakub Memon's Only Interview,https://www.youtube.com/embed/OypZT1yCrh0,The only Exclusive interview of the 1993 Mumbai blast convict Yakub Memon in conversation with Madhu Trehan. Follow us: YouTube: https://www.youtube.com/chan...,"top news in english, top english news, latest english news, latest news in english, english news, news in english, news, google news, Headlines Today, Pepper...",PT19M20S,239273,7/21/15,News & Politics,,,,,,
great arvind kejariwal damages arnab goswami,https://www.youtube.com/embed/L3i0Dc1Epyk, ,,PT2M2S,14622,12/31/13,People & Blogs,,,,,,
Frankly Speaking: Dev Anand,https://www.youtube.com/embed/Je34lFkz6Uk,Subscribe Now To Our Network Channels :- Times Now : http://goo.gl/U9ibPb The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Dev Anand ...,"Arnab Goswami, Narendra Modi, Government, News, NewsHour Debate, UP, Indian, G20, England, Modi, TIMES NOW, bollywood, dev anand, Minister, High Court, class...",PT7M58S,35009,4/6/09,News & Politics,,,,,,
"Debate: After Rushdie, Taslima-1",https://www.youtube.com/embed/miyg8cQrWr8,"In a debate moderated by TIMES NOW's Editor-in-Chief Arnab Goswami, panelists -- Pavan Verma, Author-Diplomat; Sanjoy Roy, Organiser, Jaipur Literature Festi...","PM in Australia, Indian, Naresndra Modi, Minister, ET Now, NewsHour Debate, India, Narendra Modi, G20 Summit, High Court, India PM, Times Now, Reservation, M...",PT13M21S,5128,2/1/12,News & Politics,,,,,,
Arnab Goswami takes on Salman Khan after the verdict.,https://www.youtube.com/embed/OtwmaiDZ034,"Please Share, Subscribe and Like for more videos.","Salman Khan (Film Actor), Arnab Goswami (Author), Bollywood (Film Genre), anchor, News",PT3M17S,7930,5/6/15,People & Blogs,,,,,,
The Newshour Exclusive: Sri Sri Ravi Shankar (6th Feb 2015),https://www.youtube.com/embed/hCaJZJM7wyY,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now, latest debate, debate, arnab goswami, The Newshour Debate, Times Now, ET Now, Debate Arnab Goswam, sri sri ravi shankar talks, sri sri ravi shanka...",PT10M50S,16909,2/6/15,News & Politics,,,,,,
Shri Amit Shah interview to Rahul Kanwal on Bihar Polls 13 Oct 2015,https://www.youtube.com/embed/FQpat8-PVMg, ,"Rahul Kanwal (Award Winner), Bihar (Indian State), Amit Shah (Politician), Bharatiya Janata Party (Political Party), India Today (Magazine), Aaj Tak (Award-W...",PT26M54S,1497,10/14/15,News & Politics,,,,,,
Bilgates about chandrababu naidu,https://www.youtube.com/embed/_sVjS2wnQjM,Bilgates about chandrababu naidu,"Bilgates, about, chandrababu, naidu",PT10M58S,102008,7/18/09,News & Politics,,,,,,
"Raghuram Rajan, Chanda Kochhar & Randall Kroszner In Conversation | EXCLUSIVE",https://www.youtube.com/embed/0maAm4oCf4k,"While the economy may be bottoming out, we are not out of the woods yet says RBI Governor Rajan and believes India is going through a period of turmoil. Spea...","india, taper, fed taper, emerging markets, em, us taper, npa, gdp, slowdown, assets, projects stuck, bankers, retail banking, bad loans, risk appetite of ban...",PT6M52S,9389,3/31/14,News & Politics,,,,,,
EVERY INDIANS MUST WATCH - A.P.J. Abdul Kalam,https://www.youtube.com/embed/eDj_gW_NY8w,Hear A.P.J Abdul Kalam Making us proud all over the world ! The Best President India can ever get .. Subscribe Us at www.youtube.com/TheFearlessIndian,"India, BJP, Indian, A. P. J. Abdul Kalam (Author), India2020, Proud Indian",PT2M10S,63763,6/24/13,News & Politics,,,,,,
The Newshour Debate: Shooting The Messenger - Full Debate (20th August 2014),https://www.youtube.com/embed/OjIG2zSajZ0,Assam Chief Minister Tarun Gogoi accused Union Home Minister Rajnath Singh of failing to provide security along the state's border with Nagaland and accused ...,"times now debate latest, times now debate latest arnab goswami, times now debate latest yesterday, Arnab Goswami, The Newshour Debate, The Newshour, Newshour...",PT33M24S,7465,8/21/14,News & Politics,,,,,,
The Newshour Direct: Sri Sri Ravi Shankar (9th April 2014),https://www.youtube.com/embed/tGgdBzJqPh4,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now debate latest, times now debate latest arnab goswami, times now debate latest yesterday, Arnab Goswami, Newshour Debate debate arnab debatetimes no...",PT14M47S,75855,4/9/14,News & Politics,,,,,,
Rahul Gandhi vs Arnab Goswami Spoof Interview,https://www.youtube.com/embed/6zFCx35gP4s,What happens when Arnab Goswami interviews Rahul Gandhi for a Special Interview on Frankly Shouting? Watch this hilarious spoof! Join us on Facebook: https:/...,"The Cinecurry, Rahul Gandhi (Politician), Arnab Goswami (Author), India, Interview, Parody, Funny, Comedy, Spoof, Footage, Sketch, Exclusive, Humor, Intervie...",PT5M46S,96273,1/29/14,Comedy,,,,,,
Khurshid Kasuri Speaks to Times Now,https://www.youtube.com/embed/72J1ftrW67I,"Please watch: ""Caste & Beef Politics Behind BJP's Big Bihar Loss"" â_¨ https://www.youtube.com/watch?v=CXSCrAyGGk0 -~-~~-~~~-~~-~- Condemning the ink attack on ...","shiv sena, sena attacks organizer, ink attack, sudheendra kulkarni, shiv sena cancelled book launch, khurshid kasuri, Khurshid Mahmud Kasuri (Politician), po...",PT1M26S,915,10/12/15,News & Politics,,,,,,
The Newshour Exclusive: Lalit Modi (9th Dec 2014),https://www.youtube.com/embed/J1qSAqLIjkU,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now, latest debate, debate, arnab goswami, The Newshour Debate, Times Now, ET Now, Debate Arnab Goswam, Lalit Modi, Gurunath Meiyappan, BCCI President,...",PT25M12S,4732,12/10/14,News & Politics,,,,,,
The Newshour Direct: Himanta Biswa (21st July 2014),https://www.youtube.com/embed/vNEP293BAoU,"In Guwahati, Education Minister Sarma and a group of party MLAs opposed Chief Minister Tarun Gogoi's leadership. ""I have submitted my resignation as minister...","times now debate latest, times now debate latest arnab goswami, times now debate latest yesterday, Arnab Goswami, The Newshour Debate, The Newshour, Newshour...",PT4M20S,3157,7/22/14,News & Politics,,,,,,
Frankly speaking with Pranab Mukherjee -Part - 1/6,https://www.youtube.com/embed/69DQGtaXwCg,"In his first TV interview after being nominated for the post of the Indian President, Pranab Mukherjee speaks exclusively to TIMES NOW's Editor-in-Chief Arna...","latest, arnab Goswami, updates, Times Now, PM in Australia, Arnab, News, nomination, NewsHour Debate, 'Arnab, Modi, Arnab Goswami, Government, 'Prime, TIMES ...",PT11M58S,4631,6/29/12,News & Politics,,,,,,
Frankly Speaking with Kailash Satyarthi - Full Interview,https://www.youtube.com/embed/vf7wFP__DBU,"Kailash Satyarthi will be formally handed the Nobel Peace Prize on the 10th of December 2014. In his first interview a month before his visit to Oslo, Kailas...","Frankly Speaking with Kailash Satyarthi, Kailash Satyarthi, India's Kailash Satyarthi and Pakistan's Malala win Nobel Peace Prize, India's Kailash Satyarthi,...",PT53M2S,24344,11/10/14,News & Politics,,,,,,
The Newshour Debate: Omar Abdullah Surrenders - Full Debate (1st August 2014),https://www.youtube.com/embed/fB1042nObfE,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now debate latest, times now debate latest arnab goswami, times now debate latest yesterday, Arnab Goswami, The Newshour Debate, The Newshour, Newshour...",PT35M39S,13146,8/4/14,News & Politics,,,,,,
Funny System : Episode 364 - Comedy Show Jay Hind!,https://www.youtube.com/embed/LDTOpbp5HBA,"Download our Brand New Jay Hind! Mobile APPs. Android from here http://goo.gl/JsztBr & IOS app here :http://goo.gl/2m1O4p In this ""system changing"" Episode o...","Rahul Gandhi (Politician), Arnab Goswami (Author), Meenakshi, Lekhi, Arnab, Goswami, Newshour, 9 pm, Times Now, TV, News, Channel, Anchor, BJP, never, ever, ...",PT21M48S,34168,2/19/14,Comedy,,,,,,
Narendra Modi sharing his funny experience with Indian diaspora around the world,https://www.youtube.com/embed/gDObUHwgTB0,"narendra modi speech, narendra modi in dubai, narendra modi in uae, narendra modi speech in dubai, narendra modi in aap ki adalat full episode 2014, narendra...","Narendra Modi (Politician), Diaspora (Literature Subject), India (Country), narendra modi speech, narendra modi in dubai, narendra modi in uae, narendra modi...",PT7M32S,3639,9/20/15,News & Politics,,,,,,
The Exclusive Hardik Patel Interview,https://www.youtube.com/embed/mF5FVV64M2o,In an exclusive interview with Hardik Patel where he justifies quota demand and more. Listen in. Follow us: YouTube: https://www.youtube.com/channel/UCYPvAwZ...,"top news in english, top english news, latest english news, latest news in english, english news, news in english, news, google news, Headlines Today, Pepper...",PT17M18S,35202,8/30/15,News & Politics,,,,,,
NSA Shri Ajit Doval Shocking revelation on why British left India -Every Indian must watch,https://www.youtube.com/embed/SKpl7v_c-Qo,"Shri Ajit Kumar Doval Sir, our National Security Advisor reveals truth about why British left India. Its one of the most secrets hidden till date by Nehru & ...","Ajit Kumar Doval (Politician), India (Country), netaji, Subhash, Bose, Netaji Subhash Chandra Bose, British, India, Must watch, every indian, shocking, NSA, ...",PT6M13S,376841,11/19/14,People & Blogs,,,,,,
The Newshour Special : Nirmala Seetharaman (2nd Feb 2015),https://www.youtube.com/embed/8ElFscFHSn4,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now, latest debate, debate, arnab goswami, The Newshour Debate, Times Now, ET Now, Debate Arnab Goswam, Hawala charge, Tracking Goldmine Buildcon Pvt L...",PT6M45S,4194,2/2/15,News & Politics,,,,,,
"The Newshour Debate- Versus: Stalled monsoon, frozen winter (Part 1 of 2)",https://www.youtube.com/embed/9QEX_C5a3tk,"After washing out whole monsoon session of the Parliament over CAG's report on coal block allocations, winter session is also going the same way with the opp...","TIMES NOW, TV, India, 2012, latest, news, channel, Live, World, Today, current affairs, world, entertainment, gossip, exclusive, government, daily, stories, ...",PT11M15S,829,11/26/12,News & Politics,,,,,,
Mamata Banerjee's interview with Times Now,https://www.youtube.com/embed/TZi4smclYpk,Courtesy : Times Now,"Times Now (Employer), Mamata Banerjee (Politician), Bengal, Politics, Trinamool, All India Trinamool Congress (Organization), Didi",PT49M5S,17169,3/6/14,News & Politics,,,,,,
ZEE24TAAS : Nana Patekar Special Interview - DilKhulas Nana (Part 1),https://www.youtube.com/embed/N8T9ShcC8aE,For more info log on to www.24taas.com Like us on https://www.facebook.com/Zee24Taas Follow us on https://twitter.com/zee24taasnews,"zee24taas, marathi video, marathi news, Breaking News, Watch Video, Politics, Crime, Zee TV, News, à_®à_°à__à_ à¥€ à_µà¥çà__à_¿à_¡à_¿à_“, à_ùà¥€ à¥¨à¥ª à__à__à_¸, à_®à_°à__à_ à¥€ à_¬à__à__à_®à¥çà_¯à__",PT18M39S,44352,1/1/14,News & Politics,,,,,,
Salman Khan on his health scare,https://www.youtube.com/embed/q9CATRIUg_I,"Actor Salman Khan joins TIMES NOW's Editor-in-Chief Arnab Goswami in an exclusive interview and talks about love, money, health, films, superstardom and much...","Salman Khan, salman khan songs, salman khan in comedy nights with kapil, salman khan birthday party 2013, salman khan on koffee with karan, salman khan movie...",PT8M13S,11255,2/27/14,News & Politics,,,,,,
The Newshour Debate: Narendra Modi Vs All - Part 1 (13th Oct 2014),https://www.youtube.com/embed/LYBpLaVOMpo,Prime Minister Narendra Modi has positioned himself as the chief architect of BJP's poll campaign - while the opposition leaders including Rahul Gandhi seem ...,"times now debate latest, times now debate latest arnab goswami, times now debate latest yesterday, Arnab Goswami, The Newshour Debate, The Newshour, Newshour...",PT22M58S,3195,10/14/14,News & Politics,,,,,,
The Balasaheb Thackeray Interview-2,https://www.youtube.com/embed/vxFiLTbQm5U,Subscribe Now To Our Network Channels :- Times Now : http://goo.gl/U9ibPb The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Shiv Sena ...,"full interview, NewsHour Debate, sachin tendulkar, Indian, G20 Summit, Arnab, Shiv Sena, bjp, raj thackeray, UP, High Court, Frankly Speaking, Maharashtra, R...",PT9M21S,29500,5/27/11,News & Politics,,,,,,
Jayaprakash Narayan about Chandrababu Naidu & KCR - Nene | ABN News (03 - 01 - 2015),https://www.youtube.com/embed/kEKnIxciyBE,Lok Satta party chief Jayaprakash Narayan (JP) in an exclusive self interview program Nene in ABN Andhrajyothy. JP speaks about AP CM Chandrababu Naidu and T...,"Jayaprakash Narayan, Jayaprakash Narayan self interview, Jayaprakash Narayan interview, jp self interview, Jayaprakash Narayan abn interview, jp interview, l...",PT2M24S,11053,1/3/15,News & Politics,,,,,,
Rahul Dravid *Rarest* Interview,https://www.youtube.com/embed/IyjeK2dOk_I,"This was telecast in late 1997.The host of the programme is Charu Sharma & the name of the programme is ""Up Close"".","Rahul Dravid (Cricket Bowler), Cricket (Sport)",PT24M33S,10145,5/30/14,People & Blogs,,,,,,
The Governor Interview | RBI Governor Raghuram Rajan To ET NOW | FULL SHOW,https://www.youtube.com/embed/Q-L2cILouyI,Subscribe Now To Our Network Channels :- ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb The NewsHour Debate : http://goo.gl/LfNgFF Beware of ...,"rupee, dollar, business, RBI, gold, silver, economic times, times of india, Portfolio, MONEY, Review, et now exclusive, rate cut, interest rate cut, rbi gove...",PT23M46S,10350,2/5/15,News & Politics,,,,,,
The Newshour Direct: Ram Jethmalani (4th May 2015),https://www.youtube.com/embed/KHHTRyPZOTU,Noted lawyer Ram Jethmalani speaks exclusively with TIMES NOW's Editor-in-Chief Arnab Goswami on the row over Dawood Ibrahim 'surrender offer'. Subscribe Now...,"times now, latest debate, debate, arnab goswami, The Newshour Debate, Times Now, ET Now, Debate Arnab Goswam, Ram Jethmalani, Dawood Ibrahim 'surrender, Dawo...",PT3M30S,9039,5/4/15,News & Politics,,,,,,
TIMES NOW Exclusive: Interview with Sushma Swaraj,https://www.youtube.com/embed/KwAyIcVs7BI,"Sushma Swaraj, Leader of Opposition in the Lok Sabha, in her first political interview before the Parliament session, speaks exclusively with TIMES NOW's Pol...","TIMES NOW, current affairs, breaking news, world, daily stories, crime, live, news, view, exclusive, channel, latest, official youtube channel, most watched,...",PT13M8S,4932,4/23/13,News & Politics,,,,,,
Explosive interview with N Srinivasan,https://www.youtube.com/embed/XJpnyDklhco,He's spoken out for the first time since the the IPL spot fixing controversy - N Srinivasan in an explosive encounter with Editor-in-Chief Arnab Goswami take...,"Explosive interview with N Srinivasan, Arnab Goswami, N Srinivasan, arnab goswami interview with n srinivasan, TIMES NOW Exclusive, The Newshour Direct, The ...",PT4M13S,3612,10/9/13,News & Politics,,,,,,
"""I Am Not A Terrorist"" - Sanjay Dutt",https://www.youtube.com/embed/DLyrL-8spp8,Subscribe Now To Our Network Channels :- Times Now : http://goo.gl/U9ibPb The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Sanjay Dut...,"TIMES NOW, current affairs, breaking news, world, daily stories, crime, live, news, view, exclusive, channel, latest, official youtube channel, most watched,...",PT5M41S,147068,3/21/13,News & Politics,,,,,,
The Newshour Direct: Smriti Irani (1st April 2014),https://www.youtube.com/embed/xRk1Ov_AmNo,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now debate latest, times now debate latest arnab goswami, times now debate latest yesterday, Arnab Goswami, The Newshour Debate, The Newshour, Newshour...",PT4M49S,43666,4/1/14,News & Politics,,,,,,
The Newshour Debate: Flip Season In Delhi (19th Jan 2015),https://www.youtube.com/embed/xsYO4rrmFu4,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now, latest debate, debate, arnab goswami, The Newshour Debate, Times Now, ET Now, Debate Arnab Goswam, Arvind Kejriwal, Sheila Dikshit, Delhi Chief Mi...",PT33M58S,62431,1/19/15,News & Politics,,,,,,
Indian stock markets not in a bubble: Raghuram Rajan to NDTV's Prannoy Roy,https://www.youtube.com/embed/Mu97yGzO_ok,"Reserve Bank of India Governor Raghuram Rajan interacted with students at a session organised by NDTV. Speaking to Dr Prannoy Roy, the RBI chief said that th...","NDTV Profit, RBI chief, Raghuram Rajan, Raghuram Rajan interview, Reserve Bank of India, Indian stock markets, RBI Governor, NDTV (Production Company), Prann...",PT73M34S,33061,12/29/14,News & Politics,,,,,,
Why is Narendra Modi not ready to debate with me: Kapil Sibal to NDTV,https://www.youtube.com/embed/TNxwqVPirqA,"The Buck Stops Here: In an exclusive interview with NDTV, Kapil Sibal accuses Narendra Modi of ""spouting untruths before the people of the country"". He also ...","Kapil Sibal, Congress, Narendra Modi, Rahul Gandhi, Rahul Gandhi rally, Narendra Modi Patna rally, 2014 elections, 2014 polls, Barkha Dutt, NDTV 24x7",PT13M21S,24265,11/6/13,News & Politics,,,,,,
The Newshour Debate: Blatant polarisation - Full Debate (6th April 2014),https://www.youtube.com/embed/hLprmZEocww,"Raising the communal temperature in riot-affected western UP going to polls on Monday, Narendra Modi's close aide Amit Shah has spoken of the current electio...","times now debate latest, times now debate latest arnab goswami, times now debate latest yesterday, Arnab Goswami, The Newshour Debate, The Newshour, Newshour...",PT39M22S,6312,4/7/14,News & Politics,,,,,,
Kiran Bedi interview with Ravish Kumar of Ndtv,https://www.youtube.com/embed/MnLcYUsJh5g,Interview of Delhi BJP CM candidate Kiran Bedi with Ravish Kumar,,PT45M31S,121956,1/27/15,People & Blogs,,,,,,
Unreal Interview Trolled - Arnab Goswami vs Rahul Gandhi First Interview Very Funny,https://www.youtube.com/embed/nUyl2JF50ME,Unreal Interview - Arnab Goswami vs Rahul Gandhi First Interview **Very Funny** Funny Rahul Gandhi's first TV interview With Arnab Goswami : 1984 vs 2002 Rio...,"Rahul Gandhi Politician, Narendra Modi Politician, Sheila Dikshit, Shri Narendra Modi, Kumar Vishwas Author, Aam Aadmi Party, Sonia Gandhi Author, Manmohan S...",PT1M38S,25337,1/27/14,News & Politics,,,,,,
A chat with Azim Premji,https://www.youtube.com/embed/MV0F3lnSQfs,A chat with Mr. Azim Premji @ earthian award ceremony,,PT23M26S,6571,3/28/13,Education,,,,,,
Motivational speech by Dr. A P J Abdul Kalam,https://www.youtube.com/embed/t1RWiMSvSbg,"HTTP://POTENTIAL.WS An Inspirational and motivational speech by Dr. A P J Abdul kalam ""Address to the students of IIT Madras by Dr. A.P.J. Abdul Kalam"" Evolu...","A. P. J. Abdul Kalam (Author), dr abdul kalam, dr. a p j abdul kalam, abdul kalam books, abdul kalam biography",PT10M31S,625017,5/15/14,Education,,,,,,
Indian Cricket commentator and journalist Harsha Bhogle Life Journey | 6TV,https://www.youtube.com/embed/IUbIydPftJo,Harsha Bhogle born on 19 July 1961 is an Indian cricket commentator and journalist.He was born in a Marathi speaking family in Hyderabad. Bhogle has recently...,"Indian cricket commentator, Harsha Bhogle, Life Journey, Vijetha, Indian cricket commentator harsha bhogle, commentator harsha bhogle, cricket commentator ha...",PT6M14S,553,2/10/15,News & Politics,,,,,,
Can You Take It Barkha Dutt? (Full Interview),https://www.youtube.com/embed/tcZBVlZ1DlY,"Madhu Trehan puts journalists on the hot seat. There are few who make news while reporting it. Barkha Dutt is one of them. And if she's here, can controversi...","barkha dutt, radiagate, madhu trehan, chaitanya kunte, 26/11, kargil, interview, Footage, episode, arnab goswami, hemant kirkire, controversy, sensationalism...",PT12M45S,183992,2/6/12,News & Politics,,,,,,
Chandrababu Hide & Seek with Karan and Rajdeep,https://www.youtube.com/embed/Ohejm_olM9M,Chandrababu Hide & Seek with Karan and Rajdeep,"Telangana, songs, TNF, Netizens, forum, GBabu, Chandrababu, Naidu, Chandra, CBN, National, Media, Devil's, advocate, N. Chandrababu Naidu (Politician)",PT6M35S,15824,10/12/13,Music,,,,,,
The Newshour Exclusive: Sanjay Dewan (14th Jan 2015),https://www.youtube.com/embed/mEtliDpaPVQ,Subscribe Now To Our Network Channels The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Times Now : http://goo.gl/U9ibPb Social Media ...,"times now, latest debate, debate, arnab goswami, The Newshour Debate, Times Now, ET Now, Debate Arnab Goswam, Sanjay Dewan, Sunanda Pushkar, Delhi Police chi...",PT13M26S,2207,1/14/15,News & Politics,,,,,,
Exclusive interview with 'Angry Youngman' Ram Jethmalani,https://www.youtube.com/embed/iMZ-en0vL4s, ,"Ram Jethmalani (Politician), Angry Young Men, Politics (TV Genre)",PT15M18S,45221,9/15/14,News & Politics,,,,,,
FORMER SECRETARIES GENERALS,https://www.youtube.com/embed/G_L0uRu8_MI,"FORMER SECRETARIES GENERALS Secretary is a title often used in organizations to indicate a person having a certain amount of authority, power, or importance ...","FORMER SECRETARIES GENERALS, General (Military Rank), Secretary (Profession), secernere, secretarius",PT0M20S,11,8/18/15,People & Blogs,,,,,,
"If KCR tries to arrest me, his government will fall: Chandrababu Naidu to NDTV",https://www.youtube.com/embed/SzXuhSMi7vk,The political slugfest between Andhra Pradesh Chief Minister Chandrababu Naidu and Telengana Chief Minister K Chandrasekhar Rao over the cash-for-votes scam ...,"Chandrababu Naidu, cash-for-votes scam, Andhra Pradesh chief minister, Telangana chief minister, KCR, K Chandrasekhar Rao, Revanth Reddy, Sunil Prabhu, New D...",PT6M29S,36319,6/9/15,News & Politics,,,,,,
Narendra Modi making fun of Congress,https://www.youtube.com/embed/_9IwcvO0n-k,Narendra Modi taking potshots at congress for designing MGNREGA. He said he wanted to continue the MGNREGA because it is a living monument of congress' failu...,"India, Narendra Modi (Politician), Indian National Congress (Political Party), Politics (TV Genre), Bharatiya Janata Party (Political Party), mgnrega, black ...",PT2M51S,272562,3/2/15,News & Politics,,,,,,
The Newshour Direct: Lalu Prasad Yadav,https://www.youtube.com/embed/UFD_0TA8HeM,"13 special trains, hundreds of buses and vehicles were used to ferry lakhs to his mega rally. RJD Chief Lalu Prasad stormed Patna on Wednesday (May 15) - he ...","Congress, view, news, today, live, bihar, channel, Lalu Prasad Yadav (Politician), most viewed, exclusive, RSS, 2013, TIMES NOW, India, Parivartan Rally, wor...",PT9M44S,11112,5/20/13,News & Politics,,,,,,
Narendra modi In Dubai Cricket Stadium (17th August 2015),https://www.youtube.com/embed/QxaodUbsSUQ,Narender Modi In Dubai Cricket Stadium (17th August 2015) given warning to pakistan and daud narendra modi narendra modi speech narendra modi speech in lok s...,"narendra modi, narendra modi speech, narendra modi digital india, narendra modi interview, narendra modi speech in lok sabha today, narendra modi in aap ki a...",PT1M37S,848,8/17/15,People & Blogs,,,,,,
"Wipro Chairman Azim Premji said, 'RSS is doing a commendable job for progress of society and nation",https://www.youtube.com/embed/1YhZ4g5Lq7g,"à¥_ à_…à_ªà¥çà_°à¥ˆà__ à¥¨à¥_à¥§à¥« à_µà__à_°à¥çà__à__à_ªà__à¥çà_° à__à__à_— à¥§ ( 7th April 2015 News Bulletin Part : 1) à_®à¥Åà_–à¥çà_¯ à_¸à_®à__à__à__à_° (News Headlines) : à¥§. à_¡à¥‰. à_ªà¥çà_°à_µà¥€à_£ à__à¥‹à_—à_¡à_¿à_¯à__ à_¨à¥‡ à_•à__à__, à_®à¥Åà_¸à__à_®à__à_¨à¥‹à_‚ à_•à¥€ à_¬à_¢à__à¥€ à_œà_¨à_¸à_‚à_–...","hjs, vartapatra, hinw bulletin, hindu janajagruti samiti",PT11M42S,1479,4/6/15,Nonprofits & Activism,,,,,,
Rahul Gandhi's first Hindi interview on Aaj tak,https://www.youtube.com/embed/rQKun5Ua5uE,Congress Vice President Rahul Gandhi's first Hindi interview on Aaj Tak. He spoke on various issues concerning the congress party and the ongoing Lok Sabha p...,"Rahul Gandhi, Congress Vice President, Lok Sabha Election 2014, Congress, MGNREGA, RTI, Youth Congress, Pressbrief.in, AICC, Indian National Congress, Lokpal...",PT27M21S,15431,4/12/14,News & Politics,,,,,,
NJAC Debate with Arnab Goswami | Legislature Vs Judiciary | Arun Jaitley Vs Justice R M Lodha - Full,https://www.youtube.com/embed/tD2GNu556aA,"Please watch: ""Caste & Beef Politics Behind BJP's Big Bihar Loss"" â_¨ https://www.youtube.com/watch?v=CXSCrAyGGk0 -~-~~-~~~-~~-~- On the backdrop of Supreme Co...","Arnab goswami, Times now Debate, newshour, Times now Arnab Goswami, Times Now Latest News, Times now headlines, breaking news, india, news india, debate, tim...",PT119M20S,85019,10/25/15,News & Politics,,,,,,
Meet The Editors: John Brittas and Arnab Goswami | 5th September 2015 | Full Episode,https://www.youtube.com/embed/bQdBTsi3CF4,Senior journalists John Brittas and Arnab Goswami shared the stage at an event of International Advertising Agency Event in Kochi on Saturday. Goswami talks ...,"kerala peopletv kairali tv, news online videos, pepper media, News, Malayalamnews, Peoplenews, peopletvnews, Popular, show, John Brittas (Person), arnab goswami",PT20M7S,12147,9/5/15,News & Politics,,,,,,
Email Founder Hounded Out? Shiva Ayyudurai Speaks to Arnab : The Newshour Debate (3rd Sept 2015),https://www.youtube.com/embed/nZ1XVwtCUnI,"On Day 10 of the investigations in the Sheena Bora murder case, Indrani Mukerjea has finally admitted to her involvement in the crime. However, the motive be...","times now debate, Times now latest debate, arnab goswami, arnab goswami latest debate, newshour, newshour debate, the newshour debate, latest, times now, tim...",PT43M46S,54985,9/3/15,News & Politics,,,,,,
The Newshour Debate: Ved Pratap Vaidik Faces Arnab Goswami,https://www.youtube.com/embed/UI46ljyn75U,Subscribe Now To Our Network Channels :- Times Now : http://goo.gl/U9ibPb The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Social Med...,"Ved Pratap Vaidik Faces Arnab Goswami, times now debate latest, Narendra Modi, Frankly, Newshour Debate debate arnab debatetimes now debatetimes now, Arnab G...",PT11M53S,80278,7/14/14,News & Politics,,,,,,
The Best of Frankly Speaking with Arnab Goswami: 2014 - Part 2,https://www.youtube.com/embed/hdFSkdigMcg,Subscribe Now To Our Network Channels :- Times Now : http://goo.gl/U9ibPb The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Social Med...,"Modi, headlines, NewsHour Debate, With, Frankly Speaking with Arnab Goswami, Rajnath Singh, India, Frankly, news updates, Arnab, Narendra Modi, Arun Jaitley,...",PT28M3S,13004,1/6/15,News & Politics,,,,,,
Hilarious! Kids react to Arnab Goswami,https://www.youtube.com/embed/FciQr9YleRo,Millions watch The Newshour on Times Now. Watch how kids react to Arnab Goswami. This one is guaranteed to make you laugh.,"Arnab Goswami (Author), kids, The NewsHour, Times Now (Award-Winning Work), The Newshour, Arnab, Kids react, Funny video, Indian news, Indian kids react, Com...",PT2M14S,240313,4/3/15,Entertainment,,,,,,
